Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7754,1.0,0.174,"data, convert, model, django, table, tensorflow, keras, type, method, input","['apply', 'filter', 'nd', 'dashboard', 'without', 'immediately', 'jumping', 'nd', 'dashboard', 'tableau']"
7755,5.0,0.171,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['selecting', 'rows', 'min', 'max', 'values', 'defined', 'column', 'pandas']"
7756,1.0,0.1343,"data, convert, model, django, table, tensorflow, keras, type, method, input","['testing', 'different', 'fonts', 'react', 'project']"
7757,1.0,0.2093,"data, convert, model, django, table, tensorflow, keras, type, method, input","['model', 'predict', 'using', 'distributed', 'dask', 'pre', 'trained', 'keras', 'model']"
7758,6.0,0.1652,"error, date, code, sql, set, selenium, html, format, import, flask","['using', 'pyodbc', 'azure', 'databrick', 'connecting', 'sql', 'server']"
7759,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['perform', 'multiclass', 'multioutput', 'classification', 'using', 'lstm']"
7760,0.0,0.1691,"python, string, image, make, output, strings, replace, specific, print, split","['replace', 'reoccuring', 'string', 'value', 'one', 'line', 'flat', 'json', 'random', 'value', 'using', 'python']"
7761,5.0,0.1652,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['merge', 'pandas', 'dataframes', 'element', 'appears', 'position']"
7762,6.0,0.154,"error, date, code, sql, set, selenium, html, format, import, flask","['use', 'flair', 'ner', 'tagger', 'dkpro', 'core']"
7763,6.0,0.1713,"error, date, code, sql, set, selenium, html, format, import, flask","['hyperparameter', 'tuning', 'means', 'clustering']"
7764,2.0,0.1343,"python, file, csv, files, google, run, script, api, read, save","['way', 'mix', 'class', 'discriminated', 'union']"
7765,6.0,0.1652,"error, date, code, sql, set, selenium, html, format, import, flask","['add', 'tooltip', 'particular', 'column', 'contains', 'missing', 'cells', 'datatables']"
7766,6.0,0.152,"error, date, code, sql, set, selenium, html, format, import, flask","['transfer', 'file', 'ubuntu', 'windows', 'using', 'python']"
7767,0.0,0.146,"python, string, image, make, output, strings, replace, specific, print, split","['indices', 'non', 'number', 'zero', 'values', 'cells', 'dataframe']"
7768,5.0,0.1581,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['access', 'values', 'two', 'dataframes', 'common', 'key']"
7769,3.0,0.1592,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['pyspark', 'forward', 'backward', 'fill', 'within', 'column', 'level']"
7770,0.0,0.1494,"python, string, image, make, output, strings, replace, specific, print, split","['check', 'string', 'contains', 'certain', 'word']"
7771,2.0,0.1394,"python, file, csv, files, google, run, script, api, read, save","['use', 'watch', 'directive']"
7772,5.0,0.1882,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['changing', 'pandas', 'dataframe', 'values', 'based', 'dictionary', 'mapping', 'mask']"
7773,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['dynamically', 'add', 'condition', 'numpy']"
7774,7.0,0.1729,"function, multiple, array, numpy, create, object, class, return, query, attribute","['modify', 'plotly', 'multiple', 'axes', 'dynamic', 'multiple', 'axes', 'javascript']"
7775,1.0,0.1632,"data, convert, model, django, table, tensorflow, keras, type, method, input","['convert', 'weights', 'kilogram', 'based', 'units', 'column']"
7776,7.0,0.1466,"function, multiple, array, numpy, create, object, class, return, query, attribute","['event', 'calendar', 'overwriting', 'weeks']"
7777,3.0,0.15,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['manually', 'add', 'labels', 'matplotlib', 'python']"
7778,1.0,0.1536,"data, convert, model, django, table, tensorflow, keras, type, method, input","['cannot', 'remove', 'timestamp', 'datetime']"
7779,1.0,0.1439,"data, convert, model, django, table, tensorflow, keras, type, method, input","['achieve', 'regression', 'model', 'without', 'underfitting', 'overfitting']"
7780,5.0,0.1528,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['return', 'value', 'another', 'column', 'within', 'groupby', 'apply']"
7781,2.0,0.1557,"python, file, csv, files, google, run, script, api, read, save","['tensorflow', 'mac', 'os', 'camera', 'switched', 'video', 'visible', 'screen']"
7782,3.0,0.1652,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['calculate', 'independant', 'variable', 'influences', 'dependant', 'variable']"
7783,5.0,0.1682,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['way', 'reconstruct', 'new', 'dataframe', 'summarizing', 'different', 'column', 'conditionally']"
7784,5.0,0.2286,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'dataframe', 'get', 'rows', 'zero', 'mask', 'column', 'get', 'first', 'last', 'row', 'group']"
7785,3.0,0.1493,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['optimize', 'time', 'iteration', 'python', 'encoding', 'labels']"
7786,7.0,0.1473,"function, multiple, array, numpy, create, object, class, return, query, attribute","['flask', 'python', 'creating', 'swagger', 'document', 'error']"
7787,3.0,0.1473,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['working', 'column', 'transformation', 'countvectorizer', 'onehotencoder', 'sklearn']"
7788,2.0,0.1601,"python, file, csv, files, google, run, script, api, read, save","['equivalent', 'using', 'attribute', 'figsize', 'line', 'python']"
7789,5.0,0.1557,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['pandas', 'dataframe', 'dict']"
7790,4.0,0.1944,"list, python, dictionary, find, text, add, remove, number, elements, json","['explode', 'spilt', 'nested', 'list', 'inside', 'list', 'inside', 'pandas', 'dataframe', 'coloumn', 'make', 'separate', 'colomns']"
7791,7.0,0.1363,"function, multiple, array, numpy, create, object, class, return, query, attribute","['python', 'isnull', 'isna', 'working']"
7792,3.0,0.1713,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['plot', 'multiple', 'histograms', 'grid']"
7793,2.0,0.2009,"python, file, csv, files, google, run, script, api, read, save","['run', 'gmail', 'google', 'apps', 'script', 'daily']"
7794,2.0,0.1713,"python, file, csv, files, google, run, script, api, read, save","['scrapy', 'using', 'google', 'cloud', 'functions']"
7795,6.0,0.148,"error, date, code, sql, set, selenium, html, format, import, flask","['socket', 'vs', 'multiprocessing', 'connection', 'listener', 'python']"
7796,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['convert', 'array', 'list', 'lists']"
7797,2.0,0.1343,"python, file, csv, files, google, run, script, api, read, save","['error', 'preview', 'api', 'removed']"
7798,7.0,0.1779,"function, multiple, array, numpy, create, object, class, return, query, attribute","['pandas', 'rolling', 'returns', 'nan', 'infinity', 'values', 'involved']"
7799,6.0,0.1682,"error, date, code, sql, set, selenium, html, format, import, flask","['install', 'pgadmin', 'ubuntu']"
7800,6.0,0.1989,"error, date, code, sql, set, selenium, html, format, import, flask","['install', 'packages', 'using', 'conda', 'via', 'environment', 'yml', 'file']"
7801,5.0,0.152,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['create', 'new', 'columns', 'based', 'tree', 'like', 'pattern']"
7802,2.0,0.1713,"python, file, csv, files, google, run, script, api, read, save","['save', 'failed', 'google', 'colab']"
7803,1.0,0.15,"data, convert, model, django, table, tensorflow, keras, type, method, input","['postgresql', 'import', 'data', 'csv', 'aligned']"
7804,2.0,0.1581,"python, file, csv, files, google, run, script, api, read, save","['check', 'request', 'done', 'outside', 'request', 'module', 'python']"
7805,1.0,0.1473,"data, convert, model, django, table, tensorflow, keras, type, method, input","['implementation', 'bisection', 'method', 'root', 'finding', 'python']"
7806,6.0,0.1652,"error, date, code, sql, set, selenium, html, format, import, flask","['css', 'sizing', 'html', 'div', 'plotly', 'working']"
7807,7.0,0.1486,"function, multiple, array, numpy, create, object, class, return, query, attribute","['ros', 'rclpy', 'parameters', 'passed', 'launchfile', 'yaml', 'node']"
7808,5.0,0.1578,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['dropping', 'duplicates', 'pandas']"
7809,6.0,0.1506,"error, date, code, sql, set, selenium, html, format, import, flask","['search', 'pypi', 'packages', 'programatically', 'ideally', 'sorted', 'relevance']"
7810,2.0,0.2128,"python, file, csv, files, google, run, script, api, read, save","['work', 'large', 'packed', 'gz', 'files', 'without', 'downloading']"
7811,0.0,0.1425,"python, string, image, make, output, strings, replace, specific, print, split","['compare', 'clusters', 'ground', 'truth']"
7812,7.0,0.1515,"function, multiple, array, numpy, create, object, class, return, query, attribute","['numpy', 'concatenate', 'using', 'similar']"
7813,0.0,0.1662,"python, string, image, make, output, strings, replace, specific, print, split","['create', 'id', 'based', 'similar', 'strings']"
7814,5.0,0.1528,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['rename', 'many', 'dfs', 'digit', 'like', 'column']"
7815,7.0,0.1466,"function, multiple, array, numpy, create, object, class, return, query, attribute","['download', 'multiple', 'pdf', 'using', 'python']"
7816,6.0,0.1843,"error, date, code, sql, set, selenium, html, format, import, flask","['able', 'connect', 'socket', 'io', 'react', 'native']"
7817,2.0,0.1662,"python, file, csv, files, google, run, script, api, read, save","['filter', 'rows', 'csv', 'file', 'pgfplots']"
7818,3.0,0.1374,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['update', 'change', 'values', 'text', 'file', 'python']"
7819,1.0,0.1368,"data, convert, model, django, table, tensorflow, keras, type, method, input","['filter', 'default', 'value', 'react']"
7820,2.0,0.1404,"python, file, csv, files, google, run, script, api, read, save","['fetch', 'data', 'one', 'python', 'file', 'another']"
7821,2.0,0.1652,"python, file, csv, files, google, run, script, api, read, save","['select', 'specific', 'files', 'txt', 'create', 'folder']"
7822,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['split', 'content', 'inside', 'key']"
7823,3.0,0.1682,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['one', 'line', 'lambda', 'function', 'sets', 'value', 'variable']"
7824,7.0,0.1682,"function, multiple, array, numpy, create, object, class, return, query, attribute","['percentage', 'change', 'function', 'pine', 'script']"
7825,6.0,0.1584,"error, date, code, sql, set, selenium, html, format, import, flask","['prevent', 'spark', 'automatically', 'adding', 'time', 'date', 'column']"
7826,4.0,0.1368,"list, python, dictionary, find, text, add, remove, number, elements, json","['python', 'dollar', 'sign', 'mean', 'example']"
7827,5.0,0.1572,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['add', 'index', 'value_counts', 'new', 'column', 'group', 'groupby']"
7828,7.0,0.1713,"function, multiple, array, numpy, create, object, class, return, query, attribute","['apply', 'function', 'multiple', 'lists']"
7829,5.0,0.1682,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['assigning', 'value', 'column', 'derived', 'another', 'column', 'pandas']"
7830,2.0,0.1662,"python, file, csv, files, google, run, script, api, read, save","['parallel', 'gpu', 'execution', 'multiple', 'darknet', 'models', 'python']"
7831,4.0,0.1528,"list, python, dictionary, find, text, add, remove, number, elements, json","['create', 'labels', 'dynamically', 'pyqt']"
7832,3.0,0.1513,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['calculate', 'mode', 'set', 'rows', 'group', 'pandas']"
7833,6.0,0.1599,"error, date, code, sql, set, selenium, html, format, import, flask","['window', 'update', 'curses']"
7834,3.0,0.183,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['assign', 'plot', 'variable', 'use', 'variable', 'multiplot', 'python']"
7835,2.0,0.1652,"python, file, csv, files, google, run, script, api, read, save","['dump', 'large', 'csv', 'file', 'table', 'using', 'pandas']"
7836,6.0,0.15,"error, date, code, sql, set, selenium, html, format, import, flask","['update', 'dataclass', 'fields', 'dict', 'python']"
7837,4.0,0.1718,"list, python, dictionary, find, text, add, remove, number, elements, json","['loop', 'pandas', 'df', 'append', 'values', 'list', 'value', 'dictionary', 'conditional', 'value', 'key']"
7838,1.0,0.1528,"data, convert, model, django, table, tensorflow, keras, type, method, input","['parsing', 'data', 'header', 'table']"
7839,3.0,0.1473,"values, time, loop, plot, index, variable, change, series, matplotlib, line","['sklearn', 'mlp', 'predict_proba', 'function', 'work', 'internally']"
7840,5.0,0.15,"pandas, dataframe, column, columns, values, based, rows, row, groupby, condition","['plot', 'interactive', 'scatterplot', 'pandas', 'dataframe']"
7841,1.0,0.1632,"data, convert, model, django, table, tensorflow, keras, type, method, input","['reading', 'xml', 'nist', 'file', 'data', 'extraction']"
7842,2.0,0.1473,"python, file, csv, files, google, run, script, api, read, save","['failed', 'run', 'server', 'generated', 'swagger', 'codegen']"
